Num Units,Batch Size,Epochs,Dense Activation,drop,optimizer,"Fold Results (accuracy, precision, recall, f1)"
128,8,60,relu,0.2,Adam,"[(0.995, 0.9950220750551876, 0.995, 0.9949961594535237), (0.995, 0.9950058991207581, 0.995, 0.9949982423551748), (0.9961111111111111, 0.9961359167228172, 0.9961111111111111, 0.9960996394729644), (0.9933333333333333, 0.9933506183696272, 0.9933333333333333, 0.9933346691665479), (0.9955530850472485, 0.9955593415352909, 0.9955530850472485, 0.9955473846490709)]"
128,8,60,relu,0.5,Adam,"[(0.995, 0.9950169988895122, 0.995, 0.9949930388209347), (0.9972222222222222, 0.9972332780541736, 0.9972222222222222, 0.9972193885563171), (0.9938888888888889, 0.9939343152631598, 0.9938888888888889, 0.9938445955231109), (0.9938888888888889, 0.9939284112645634, 0.9938888888888889, 0.9938763071212706), (0.9933296275708727, 0.99332780651457, 0.9933296275708727, 0.9933198136671108)]"
128,8,100,relu,0.2,Adam,"[(0.995, 0.9950131421982903, 0.995, 0.9949953792613606), (0.9916666666666667, 0.9916647962911007, 0.9916666666666667, 0.9916652731471804), (0.9972222222222222, 0.997234629170113, 0.9972222222222222, 0.9972223121362496), (0.9966666666666667, 0.9966657237007741, 0.9966666666666667, 0.9966652719781691), (0.9961089494163424, 0.9961328865100264, 0.9961089494163424, 0.9961074534404865)]"
128,8,100,relu,0.5,Adam,"[(0.9944444444444445, 0.9944692903502831, 0.9944444444444445, 0.9944352867367225), (0.995, 0.995027612153748, 0.995, 0.9949966158542779), (0.9955555555555555, 0.9955720840843171, 0.9955555555555555, 0.9955466266202283), (0.9961111111111111, 0.9961277040416229, 0.9961111111111111, 0.9961087338459601), (0.9949972206781545, 0.9950059033833129, 0.9949972206781545, 0.9949786994098792)]"
128,32,35,relu,0.2,Adam,"[(0.995, 0.9950453051071921, 0.995, 0.9949762947057876), (0.9938888888888889, 0.9939141634940342, 0.9938888888888889, 0.993884230868192), (0.9966666666666667, 0.9966675042092195, 0.9966666666666667, 0.9966624674616638), (0.9944444444444445, 0.9944614333794504, 0.9944444444444445, 0.9944299699645603), (0.9933296275708727, 0.9933396437731837, 0.9933296275708727, 0.9933253993847995)]"
128,32,35,relu,0.5,Adam,"[(0.9944444444444445, 0.9944642249465117, 0.9944444444444445, 0.994438873593336), (0.9922222222222222, 0.9922422909513801, 0.9922222222222222, 0.9922249212873823), (0.9927777777777778, 0.992796220554022, 0.9927777777777778, 0.9927726814755089), (0.995, 0.9949913714001902, 0.995, 0.9949873846031437), (0.9922178988326849, 0.9922818533848551, 0.9922178988326849, 0.9922019461882018)]"
128,32,60,relu,0.2,Adam,"[(0.9916666666666667, 0.9917135474548832, 0.9916666666666667, 0.9916374608704945), (0.9927777777777778, 0.992775375456192, 0.9927777777777778, 0.9927737062585086), (0.9972222222222222, 0.9972231280268972, 0.9972222222222222, 0.997221173743154), (0.9916666666666667, 0.9917932638520873, 0.9916666666666667, 0.991676154266386), (0.9949972206781545, 0.9950096688510831, 0.9949972206781545, 0.9949897465620693)]"
128,32,60,relu,0.5,Adam,"[(0.9922222222222222, 0.9922279223134588, 0.9922222222222222, 0.992216233988582), (0.9922222222222222, 0.9922533141381794, 0.9922222222222222, 0.9922174049227748), (0.9961111111111111, 0.9961208067908485, 0.9961111111111111, 0.9961032397695626), (0.9955555555555555, 0.9955517211511743, 0.9955555555555555, 0.9955493760958519), (0.9927737632017788, 0.9928023522476078, 0.9927737632017788, 0.9927588690089478)]"
128,32,100,relu,0.2,Adam,"[(0.98, 0.9804213221255512, 0.98, 0.9798700605002139), (0.9966666666666667, 0.9966699008625598, 0.9966666666666667, 0.9966649155851656), (0.9944444444444445, 0.994488678962363, 0.9944444444444445, 0.994432459372367), (0.9972222222222222, 0.9972277593207826, 0.9972222222222222, 0.9972212792563296), (0.9944413563090606, 0.9944557131995418, 0.9944413563090606, 0.9944313435526266)]"
128,32,100,relu,0.5,Adam,"[(0.9927777777777778, 0.9928067114124696, 0.9927777777777778, 0.9927608120900635), (0.995, 0.9950085861594501, 0.995, 0.9949954271200295), (0.9938888888888889, 0.9939172548306583, 0.9938888888888889, 0.9938770514708616), (0.9927777777777778, 0.9927794232383405, 0.9927777777777778, 0.9927721759178306), (0.9955530850472485, 0.9955929964959861, 0.9955530850472485, 0.9955458858545748)]"
