Num Units,Batch Size,Epochs,Dense Activation,drop,optimizer,"Fold Results (accuracy, precision, recall, f1)"
128,32,35,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555)]"
128,32,35,relu,0.5,Adam,"[(0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.998500740254814), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (1.0, 1.0, 1.0, 1.0), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555)]"
128,32,60,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.998500740254814), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
128,32,60,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555), (1.0, 1.0, 1.0, 1.0)]"
128,32,100,relu,0.2,Adam,"[(0.9955022488755623, 0.995486991917881, 0.9955022488755623, 0.9954872094262434), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (0.996996996996997, 0.9970044671537209, 0.996996996996997, 0.996996987612554), (1.0, 1.0, 1.0, 1.0)]"
128,32,100,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.998500740254814), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
128,64,35,relu,0.2,Adam,"[(0.9970014992503748, 0.9970311873766088, 0.9970014992503748, 0.997001424285982), (0.9970014992503748, 0.997031006007093, 0.9970014992503748, 0.9970013874975541), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
128,64,35,relu,0.5,Adam,"[(0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970014992503748, 0.9970014992503748, 0.9970014992503748), (0.9984984984984985, 0.9985209089686702, 0.9984984984984985, 0.9985022616601563), (1.0, 1.0, 1.0, 1.0)]"
128,64,60,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555), (1.0, 1.0, 1.0, 1.0)]"
128,64,60,relu,0.5,Adam,"[(0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.998500740254814), (1.0, 1.0, 1.0, 1.0), (0.9984984984984985, 0.9985209089686702, 0.9984984984984985, 0.9985022616601563), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555)]"
128,64,100,relu,0.2,Adam,"[(0.9970014992503748, 0.9970014992503748, 0.9970014992503748, 0.9970014992503748), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (0.993993993993994, 0.9940680331828041, 0.993993993993994, 0.9939822989725116), (1.0, 1.0, 1.0, 1.0)]"
128,64,100,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,8,35,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555), (1.0, 1.0, 1.0, 1.0)]"
512,8,35,relu,0.5,Adam,"[(0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970164171645521, 0.9970014992503748, 0.9969977229898916), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,8,60,relu,0.2,Adam,"[(0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (1.0, 1.0, 1.0, 1.0), (0.9940029985007496, 0.993995200500157, 0.9940029985007496, 0.9939916978304203), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,8,60,relu,0.5,Adam,"[(0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,8,100,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.998494639773123), (1.0, 1.0, 1.0, 1.0)]"
512,8,100,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,32,35,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9955022488755623, 0.9955244030803146, 0.9955022488755623, 0.9954984352734417), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,32,35,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,32,60,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (0.9955022488755623, 0.9955393959588849, 0.9955022488755623, 0.9954945832002648), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,32,60,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (0.996996996996997, 0.9970853206147323, 0.996996996996997, 0.9970118622334929), (1.0, 1.0, 1.0, 1.0)]"
512,32,100,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,32,100,relu,0.5,Adam,"[(0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,64,35,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,64,35,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.9984969827350777), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555)]"
512,64,60,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,64,60,relu,0.5,Adam,"[(0.9985007496251874, 0.998522797424817, 0.9985007496251874, 0.9985044236444851), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.998500740254814), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (0.9984984984984985, 0.9985059686552225, 0.9984984984984985, 0.9984984891140555), (1.0, 1.0, 1.0, 1.0)]"
512,64,100,relu,0.2,Adam,"[(1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0), (0.9970014992503748, 0.9970089582074635, 0.9970014992503748, 0.9969977323602651), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
512,64,100,relu,0.5,Adam,"[(1.0, 1.0, 1.0, 1.0), (0.9985007496251874, 0.9985082085822761, 0.9985007496251874, 0.998500740254814), (0.9970014992503748, 0.9970311873766088, 0.9970014992503748, 0.9970014431679907), (1.0, 1.0, 1.0, 1.0), (1.0, 1.0, 1.0, 1.0)]"
